officer_id,po_race,po_sex,po_assigned_unit,po_district_number,allegations_investigated,investigative_findings,disciplinary_findings,complaint_id,officer_complaint_id
44419538,asian,male,2500 25TH DISTRICT,25,Physical Abuse,No Sustained Findings,Not Applicable,16-0021,16-0021-44419538
43438493,white,male,2500 25TH DISTRICT,25,Physical Abuse,No Sustained Findings,Not Applicable,16-0021,16-0021-43438493
23944970,latino,male,0600 06TH DISTRICT,6,Lack of Service,No Sustained Findings,Not Applicable,16-0022,16-0022-23944970
57953149,white,male,0600 06TH DISTRICT,6,Lack of Service,No Sustained Findings,Not Applicable,16-0022,16-0022-57953149
,,,,,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable,16-0023,16-0023-
12387010,black,male,0300 03RD DISTRICT,3,Lack of Service,No Sustained Findings,Not Applicable,16-0024,16-0024-12387010
48018762,white,female,0800 08TH DISTRICT,8,Lack of Service,No Sustained Findings,Not Applicable,16-0025,16-0025-48018762
35777933,white,male,0800 08TH DISTRICT,8,Lack of Service,Sustained Finding,Training/Counseling,16-0025,16-0025-35777933
71873514,black,male,4500 CENTER CITY DISTRIC,,Harassment,No Sustained Findings,Not Applicable,16-0026,16-0026-71873514
57849466,white,male,0800 08TH DISTRICT,8,Physical Abuse,No Sustained Findings,Not Applicable,16-0027,16-0027-57849466
57849466,white,male,0800 08TH DISTRICT,8,Verbal Abuse,No Sustained Findings,Not Applicable,16-0027,16-0027-57849466
34000207,latino,female,9803 CIVIL AFFAIRS UNIT,,Harassment,Sustained Finding,Training/Counseling,16-0027,16-0027-34000207
59281808,white,male,3500 35TH DISTRICT,35,Departmental Violation,No Sustained Findings,Not Applicable,16-0028,16-0028-59281808
31713678,white,male,3500 35TH DISTRICT,35,Departmental Violation,No Sustained Findings,Not Applicable,16-0028,16-0028-31713678
31713678,white,male,3500 35TH DISTRICT,35,Physical Abuse,No Sustained Findings,Not Applicable,16-0028,16-0028-31713678
52152368,white,male,1500 15TH DISTRICT,15,Unprofessional Conduct,No Sustained Findings,Not Applicable,16-0029,16-0029-52152368
82938806,black,male,1500 15TH DISTRICT,15,Departmental Violation,No Sustained Findings,Not Applicable,16-0029,16-0029-82938806
37839242,black,male,1500 15TH DISTRICT,15,Departmental Violation,No Sustained Findings,Not Applicable,16-0029,16-0029-37839242
41259767,black,male,3900 39TH DISTRICT,39,Lack of Service,No Sustained Findings,Not Applicable,16-0030,16-0030-41259767
29622499,black,female,1700 17TH DISTRICT,17,No C.A.P. Investigation,Not Applicable,Not Applicable,16-0031,16-0031-29622499
42852441,black,female,1200 12TH DISTRICT,12,Lack of Service,No Sustained Findings,Not Applicable,16-0032,16-0032-42852441
93447744,black,male,1200 12TH DISTRICT,12,Lack of Service,No Sustained Findings,Not Applicable,16-0032,16-0032-93447744
64762613,black,male,6100 SOUTH DETECTIVES,,Unprofessional Conduct,No Sustained Findings,Not Applicable,16-0033,16-0033-64762613
64762613,black,male,6100 SOUTH DETECTIVES,,Departmental Violation,No Sustained Findings,Not Applicable,16-0033,16-0033-64762613
54671670,white,male,0300 03RD DISTRICT,3,Lack of Service,Sustained Finding,Training/Counseling,16-0033,16-0033-54671670
27812501,black,male,6100 SOUTH DETECTIVES,,Lack of Service,No Sustained Findings,Not Applicable,16-0033,16-0033-27812501
,,,,,Verbal Abuse,No Sustained Findings,Not Applicable,16-0034,16-0034-
76712991,black,female,2200 22ND DISTRICT,22,Lack of Service,No Sustained Findings,Not Applicable,16-0035,16-0035-76712991
47882806,latino,male,2200 22ND DISTRICT,22,Lack of Service,Sustained Finding,Training/Counseling,16-0035,16-0035-47882806
11370603,white,male,2200 22ND DISTRICT,22,Lack of Service,No Sustained Findings,Not Applicable,16-0035,16-0035-11370603
94589807,white,male,2200 22ND DISTRICT,22,Lack of Service,No Sustained Findings,Not Applicable,16-0035,16-0035-94589807
54817926,white,male,2200 22ND DISTRICT,22,Lack of Service,No Sustained Findings,Not Applicable,16-0035,16-0035-54817926
67255136,black,male,2200 22ND DISTRICT,22,Departmental Violation,Sustained Finding,Training/Counseling,16-0035,16-0035-67255136
71920892,white,male,0200 02ND DISTRICT,2,Lack of Service,Sustained Finding,Training/Counseling,16-0035,16-0035-71920892
14582902,white,male,2200 22ND DISTRICT,22,Lack of Service,No Sustained Findings,Not Applicable,16-0035,16-0035-14582902
71920892,white,male,0200 02ND DISTRICT,2,Departmental Violation,Sustained Finding,Training/Counseling,16-0035,16-0035-71920892
67255136,black,male,2200 22ND DISTRICT,22,Lack of Service,Sustained Finding,Training/Counseling,16-0035,16-0035-67255136
92223798,white,male,1200 12TH DISTRICT,12,Lack of Service,No Sustained Findings,Not Applicable,16-0036,16-0036-92223798
49811593,black,male,1200 12TH DISTRICT,12,Departmental Violation,Sustained Finding,Training/Counseling,16-0036,16-0036-49811593
23705331,black,male,1200 12TH DISTRICT,12,Lack of Service,No Sustained Findings,Not Applicable,16-0036,16-0036-23705331
49811593,black,male,1200 12TH DISTRICT,12,Lack of Service,No Sustained Findings,Not Applicable,16-0036,16-0036-49811593
38731538,black,male,1200 12TH DISTRICT,12,Lack of Service,No Sustained Findings,Not Applicable,16-0036,16-0036-38731538
38731538,black,male,1200 12TH DISTRICT,12,Departmental Violation,Sustained Finding,Training/Counseling,16-0036,16-0036-38731538
47878343,black,male,1800 18TH DISTRICT,18,Departmental Violation,No Sustained Findings,Not Applicable,16-0037,16-0037-47878343
12616350,black,female,1800 18TH DISTRICT,18,Departmental Violation,No Sustained Findings,Not Applicable,16-0037,16-0037-12616350
,,,,,Departmental Violation,No Sustained Findings,Not Applicable,16-0038,16-0038-
42237550,black,male,0300 03RD DISTRICT,3,Departmental Violation,No Sustained Findings,Not Applicable,16-0039,16-0039-42237550
42237550,black,male,0300 03RD DISTRICT,3,Departmental Violation,No Sustained Findings,Not Applicable,16-0039,16-0039-42237550
85193063,black,male,0300 03RD DISTRICT,3,Departmental Violation,No Sustained Findings,Not Applicable,16-0040,16-0040-85193063
28218995,white,male,1200 12TH DISTRICT,12,Verbal Abuse,No Sustained Findings,Not Applicable,16-0041,16-0041-28218995
48913461,white,male,3500 35TH DISTRICT,35,Departmental Violation,No Sustained Findings,Not Applicable,16-0042,16-0042-48913461
61918699,white,female,3500 35TH DISTRICT,35,Departmental Violation,No Sustained Findings,Not Applicable,16-0042,16-0042-61918699
16049920,white,male,0500 05TH DISTRICT,5,Verbal Abuse,No Sustained Findings,Not Applicable,16-0043,16-0043-16049920
27318803,white,female,1500 15TH DISTRICT,15,Departmental Violation,No Sustained Findings,Not Applicable,16-0044,16-0044-27318803
,,,,,Lack of Service,No Sustained Findings,Not Applicable,16-0044,16-0044-
76774103,white,male,5300 HIGHWAY PATROL,,Departmental Violation,No Sustained Findings,Not Applicable,16-0044,16-0044-76774103
36713144,white,male,1400 14TH DISTRICT,14,No C.A.P. Investigation,Not Applicable,Not Applicable,16-0045,16-0045-36713144
55958959,white,male,1400 14TH DISTRICT,14,No C.A.P. Investigation,Not Applicable,Not Applicable,16-0045,16-0045-55958959
67227670,white,male,1500 15TH DISTRICT,15,No C.A.P. Investigation,Not Applicable,Not Applicable,16-0046,16-0046-67227670
54089052,white,male,1500 15TH DISTRICT,15,No C.A.P. Investigation,Not Applicable,Not Applicable,16-0046,16-0046-54089052
39732152,white,male,3900 39TH DISTRICT,39,Lack of Service,No Sustained Findings,Not Applicable,16-0047,16-0047-39732152
15699731,white,male,3900 39TH DISTRICT,39,Lack of Service,No Sustained Findings,Not Applicable,16-0047,16-0047-15699731
62685510,white,male,1400 14TH DISTRICT,14,Departmental Violation,No Sustained Findings,Not Applicable,16-0048,16-0048-62685510
41203634,white,male,1400 14TH DISTRICT,14,Departmental Violation,No Sustained Findings,Not Applicable,16-0048,16-0048-41203634
12923623,latino,female,2400 24TH DISTRICT,24,No C.A.P. Investigation,Not Applicable,Not Applicable,16-0049,16-0049-12923623
93242780,latino,male,3500 35TH DISTRICT,35,Lack of Service,No Sustained Findings,Not Applicable,16-0050,16-0050-93242780
63424684,white,male,3500 35TH DISTRICT,35,Lack of Service,No Sustained Findings,Not Applicable,16-0050,16-0050-63424684
16958352,white,female,3500 35TH DISTRICT,35,Lack of Service,No Sustained Findings,Not Applicable,16-0050,16-0050-16958352
30677186,black,male,1700 17TH DISTRICT,17,Departmental Violation,No Sustained Findings,Not Applicable,16-0051,16-0051-30677186
97893258,black,male,1700 17TH DISTRICT,17,Departmental Violation,No Sustained Findings,Not Applicable,16-0051,16-0051-97893258
94297296,black,female,9821 SAFETY OFFICE,,Departmental Violation,No Sustained Findings,Not Applicable,16-0052,16-0052-94297296
38091241,white,male,0700 07TH DISTRICT,7,Verbal Abuse,No Sustained Findings,Not Applicable,16-0052,16-0052-38091241
61694166,white,male,2200 22ND DISTRICT,22,Lack of Service,No Sustained Findings,Not Applicable,16-0053,16-0053-61694166
55869180,black,male,2200 22ND DISTRICT,22,Lack of Service,No Sustained Findings,Not Applicable,16-0053,16-0053-55869180
10091211,black,male,1200 12TH DISTRICT,12,No C.A.P. Investigation,Not Applicable,Not Applicable,16-0054,16-0054-10091211
53971635,asian,male,1200 12TH DISTRICT,12,No C.A.P. Investigation,Not Applicable,Not Applicable,16-0054,16-0054-53971635
94793741,white,male,1500 15TH DISTRICT,15,Lack of Service,No Sustained Findings,Not Applicable,16-0055,16-0055-94793741
80554086,white,male,6400 NORTHEAST DET,,Lack of Service,No Sustained Findings,Not Applicable,16-0055,16-0055-80554086
48747636,white,male,1500 15TH DISTRICT,15,Lack of Service,No Sustained Findings,Not Applicable,16-0055,16-0055-48747636
66140882,white,male,6500 SOUTHWEST DET,,Lack of Service,No Sustained Findings,Not Applicable,16-0056,16-0056-66140882
24121095,black,male,1200 12TH DISTRICT,12,Physical Abuse,No Sustained Findings,Not Applicable,16-0057,16-0057-24121095
35678026,black,male,1200 12TH DISTRICT,12,Verbal Abuse,No Sustained Findings,Not Applicable,16-0057,16-0057-35678026
,,,,,Physical Abuse,No Sustained Findings,Not Applicable,16-0057,16-0057-
35678026,black,male,1200 12TH DISTRICT,12,Physical Abuse,No Sustained Findings,Not Applicable,16-0057,16-0057-35678026
87629625,white,male,1900 19TH DISTRICT,19,Departmental Violation,No Sustained Findings,Not Applicable,16-0058,16-0058-87629625
87629625,white,male,1900 19TH DISTRICT,19,Departmental Violation,No Sustained Findings,Not Applicable,16-0058,16-0058-87629625
87629625,white,male,1900 19TH DISTRICT,19,Verbal Abuse,No Sustained Findings,Not Applicable,16-0058,16-0058-87629625
87629625,white,male,1900 19TH DISTRICT,19,No C.A.P. Investigation,Not Applicable,Not Applicable,16-0059,16-0059-87629625
57849466,white,male,0800 08TH DISTRICT,8,No C.A.P. Investigation,Not Applicable,Not Applicable,16-0060,16-0060-57849466
90524179,white,male,1700 17TH DISTRICT,17,Verbal Abuse,No Sustained Findings,Not Applicable,16-0061,16-0061-90524179
24121095,black,male,1200 12TH DISTRICT,12,No C.A.P. Investigation,Not Applicable,Not Applicable,16-0062,16-0062-24121095
35678026,black,male,1200 12TH DISTRICT,12,No C.A.P. Investigation,Not Applicable,Not Applicable,16-0062,16-0062-35678026
71090738,white,male,2500 25TH DISTRICT,25,Departmental Violation,No Sustained Findings,Not Applicable,16-0063,16-0063-71090738
71090738,white,male,2500 25TH DISTRICT,25,Departmental Violation,Sustained Finding,Training/Counseling,16-0063,16-0063-71090738
86291696,white,male,0200 02ND DISTRICT,2,Physical Abuse,No Sustained Findings,Not Applicable,16-0064,16-0064-86291696
86291696,white,male,0200 02ND DISTRICT,2,Physical Abuse,No Sustained Findings,Not Applicable,16-0064,16-0064-86291696
86291696,white,male,0200 02ND DISTRICT,2,Physical Abuse,No Sustained Findings,Not Applicable,16-0064,16-0064-86291696
86291696,white,male,0200 02ND DISTRICT,2,Verbal Abuse,No Sustained Findings,Not Applicable,16-0064,16-0064-86291696
21168863,white,male,0800 08TH DISTRICT,8,Lack of Service,No Sustained Findings,Not Applicable,16-0065,16-0065-21168863
50567933,latino,male,2500 25TH DISTRICT,25,Physical Abuse,No Sustained Findings,Not Applicable,16-0066,16-0066-50567933
75547754,black,male,2500 25TH DISTRICT,25,Physical Abuse,No Sustained Findings,Not Applicable,16-0066,16-0066-75547754
75547754,black,male,2500 25TH DISTRICT,25,Physical Abuse,No Sustained Findings,Not Applicable,16-0066,16-0066-75547754
82147790,white,male,0300 03RD DISTRICT,3,Verbal Abuse,No Sustained Findings,Not Applicable,16-0067,16-0067-82147790
13381959,latino,female,1500 15TH DISTRICT,15,Lack of Service,No Sustained Findings,Not Applicable,16-0068,16-0068-13381959
13381959,latino,female,1500 15TH DISTRICT,15,Departmental Violation,No Sustained Findings,Not Applicable,16-0068,16-0068-13381959
13381959,latino,female,1500 15TH DISTRICT,15,Departmental Violation,No Sustained Findings,Not Applicable,16-0068,16-0068-13381959
73012315,white,male,2500 25TH DISTRICT,25,Lack of Service,No Sustained Findings,Not Applicable,16-0069,16-0069-73012315
31156465,latino,female,3500 35TH DISTRICT,35,Unprofessional Conduct,No Sustained Findings,Not Applicable,16-0070,16-0070-31156465
31156465,latino,female,3500 35TH DISTRICT,35,Departmental Violation,No Sustained Findings,Not Applicable,16-0070,16-0070-31156465
90705110,black,male,3500 35TH DISTRICT,35,Physical Abuse,No Sustained Findings,Not Applicable,16-0070,16-0070-90705110
90705110,black,male,3500 35TH DISTRICT,35,Verbal Abuse,Sustained Finding,Training/Counseling,16-0070,16-0070-90705110
90705110,black,male,3500 35TH DISTRICT,35,Physical Abuse,No Sustained Findings,Not Applicable,16-0070,16-0070-90705110
19545633,latino,male,3500 35TH DISTRICT,35,Physical Abuse,No Sustained Findings,Not Applicable,16-0070,16-0070-19545633
19545633,latino,male,3500 35TH DISTRICT,35,Physical Abuse,Sustained Finding,Training/Counseling,16-0070,16-0070-19545633
90705110,black,male,3500 35TH DISTRICT,35,Departmental Violation,No Sustained Findings,Not Applicable,16-0070,16-0070-90705110
90705110,black,male,3500 35TH DISTRICT,35,Unprofessional Conduct,No Sustained Findings,Not Applicable,16-0070,16-0070-90705110
,,,,,Lack of Service,No Sustained Findings,Not Applicable,16-0071,16-0071-
61225358,white,male,0200 02ND DISTRICT,2,Departmental Violation,Sustained Finding,Training/Counseling,16-0072,16-0072-61225358
30474626,black,female,6702 SPECIAL VICTIMS UNI,,Lack of Service,No Sustained Findings,Not Applicable,16-0073,16-0073-30474626
90937196,white,male,6702 SPECIAL VICTIMS UNI,,Lack of Service,No Sustained Findings,Not Applicable,16-0073,16-0073-90937196
97034265,white,male,6500 SOUTHWEST DET,,Verbal Abuse,No Sustained Findings,Not Applicable,16-0074,16-0074-97034265
28456231,white,male,6500 SOUTHWEST DET,,Verbal Abuse,No Sustained Findings,Not Applicable,16-0074,16-0074-28456231
28412629,black,female,1200 12TH DISTRICT,12,Verbal Abuse,No Sustained Findings,Not Applicable,16-0075,16-0075-28412629
95500642,latino,female,1200 12TH DISTRICT,12,Verbal Abuse,No Sustained Findings,Not Applicable,16-0075,16-0075-95500642
30096971,asian,female,0800 08TH DISTRICT,8,Verbal Abuse,No Sustained Findings,Not Applicable,16-0076,16-0076-30096971
62350427,black,male,6400 NORTHEAST DET,,Verbal Abuse,No Sustained Findings,Not Applicable,16-0076,16-0076-62350427
33468400,latino,male,1700 17TH DISTRICT,17,Lack of Service,No Sustained Findings,Not Applicable,16-0077,16-0077-33468400
12387010,black,male,0300 03RD DISTRICT,3,Lack of Service,No Sustained Findings,Not Applicable,16-0077,16-0077-12387010
12759172,asian,male,1700 17TH DISTRICT,17,Lack of Service,No Sustained Findings,Not Applicable,16-0077,16-0077-12759172
27140275,white,male,2400 24TH DISTRICT,24,Verbal Abuse,No Sustained Findings,Not Applicable,16-0078,16-0078-27140275
27140275,white,male,2400 24TH DISTRICT,24,Physical Abuse,No Sustained Findings,Not Applicable,16-0078,16-0078-27140275
27140275,white,male,2400 24TH DISTRICT,24,Departmental Violation,Sustained Finding,Training/Counseling,16-0078,16-0078-27140275
87861024,white,male,0600 06TH DISTRICT,6,Departmental Violation,No Sustained Findings,Not Applicable,16-0079,16-0079-87861024
34209977,white,male,0600 06TH DISTRICT,6,Physical Abuse,No Sustained Findings,Not Applicable,16-0079,16-0079-34209977
34209977,white,male,0600 06TH DISTRICT,6,Departmental Violation,No Sustained Findings,Not Applicable,16-0079,16-0079-34209977
34209977,white,male,0600 06TH DISTRICT,6,Departmental Violation,No Sustained Findings,Not Applicable,16-0079,16-0079-34209977
87861024,white,male,0600 06TH DISTRICT,6,Physical Abuse,No Sustained Findings,Not Applicable,16-0079,16-0079-87861024
74675027,white,male,0900 09TH DISTRICT,9,Departmental Violation,No Sustained Findings,Not Applicable,16-0080,16-0080-74675027
88192674,white,male,0900 09TH DISTRICT,9,Departmental Violation,No Sustained Findings,Not Applicable,16-0080,16-0080-88192674
52593194,white,male,2500 25TH DISTRICT,25,Lack of Service,No Sustained Findings,Not Applicable,16-0081,16-0081-52593194
12140848,latino,male,5300 HIGHWAY PATROL,,Departmental Violation,Sustained Finding,Training/Counseling,16-0082,16-0082-12140848
10858194,white,male,3500 35TH DISTRICT,35,Departmental Violation,No Sustained Findings,Not Applicable,16-0083,16-0083-10858194
41871225,black,male,3900 39TH DISTRICT,39,Departmental Violation,No Sustained Findings,Not Applicable,16-0083,16-0083-41871225
